review_text,star_rating,domain,restaurant_name
"For me to find eggplant tofu, I have to go out of the way. Gone is the Beyond chicken. We are back to broccoli as the only plant based “protein” option in most of the United States. Way to alienate people who started recommending you to everyone and now has people asking me why I did.Panda Express, please give us something plant based again. Millions of people live in food deserts or travel. You are letting down so many.",3,restaurant,Pandaexpress
"I eat at panda every week sometimes twice a week as well as my sister and her children. The one thing that I do always have problems with at this location is their portion size you pay extra for pretty much everything that they offer is an up charge however, especially when I get the steak I get maybe three pieces of steak and then the rest of it is The rest of it typically peppers, not even the mushrooms. It’s usually just stuffed with peppers so it looks like they put a bunch of meat in it. That is definitely something I have an issue with every time I eat there. However the manager Frankie does always take such good care of any situation that I do have. He definitely is the best manager that I have had to deal with at any fast food location in the area, he is an asset to your company that is for sure.",3,restaurant,Pandaexpress
"The name of the game at Panda Express seems to be how many veggies can they load up in a portion of whatever meat. Result being you get less and less meat. Only so much can fit in that measured scoop that is a portion, and 75% of it is veggies. Not cool, and I really don’t know why people go back, except maybe vegetarians. Pretty expensive plate for veggies.",3,restaurant,Pandaexpress
I went to Panda in Santa Fe today. Got 2 boxes of food - I make my own rice.The orange chicken was not good & at least 2 pieces were mostly gristle. I wont go back - ever.,3,restaurant,Pandaexpress
"The food is far from authentic Chinese food. But there are a few dishes that taste OK. Different staff give you different portions of food, which is not good. Prices are OK.",3,restaurant,Pandaexpress
Panda Express on Sahara and Decatur fried rice has no flavor at all. Needs more then it would be good,3,restaurant,Pandaexpress
The food at Panda Express is good. However the costumer service could make room for improvement. For one thing when I go in the restaurant to place an order. They don’t really give you enough time to look around at what they have before you buy. They just expect you to know what you want when you come in. They don’t even really take a minute to go over the different types of food that they have. They are quick past and not in s good way they move to fast when it comes to your order that they miss things that you probably wanted to add in your order. There too quick to charge you for the food. This place costumer service  isn’t very first time friendly. They should at least spend five minutes and go over the different sections of food and give you more choices it’s almost like they pick for you and they assume what you picked is all you want. The costumer service needs some redevelopment and needs to be more patient. Especially if you want the costumer to spend money.,3,restaurant,Pandaexpress
"I wish they had more vegetarian choices like egg fooyong, string beans with garlic, etc.",3,restaurant,Pandaexpress
"The food isn't bad for the price but just like anything else it's going up and fast. I've noticed a decline in their ingredients as well. The chicken seems to have more and more batter and less meat every time I eat there. Disappointing I really enjoyed this place at its peak when I didn't have time to go to a sitdown style restaurant, and I don't like take-out sitdowns because it's just never the same IMO.",3,restaurant,Pandaexpress
"I love the food but the service needs improvement. Also, please improve your Honey chicken, they were served in very tiny portions.",3,restaurant,Pandaexpress
"Store Location: 24 street and Baseline, Phx, AzLove the food. Hate the Delivery service they outsource to Door Dash.  Ordered online almost $150 and Door Dash Driver never did delivery, but per the tracking on my phone, she did (Jennifer). Call Door Dash was told it will take 7 to 10 to get my refund placed back on my credit card. Do not like my credit number being passed around.Panda needs to find a more reliable company with honest drivers to deliver their food.",3,restaurant,Pandaexpress
They have an OK salt chicken here. I will get it again,3,restaurant,Pandaexpress
"The taste of most dishes is pretty good. However, most of the time, my plate is not filled enough.",3,restaurant,Pandaexpress
Why is the Coffee Roll,3,restaurant,Dunkindonuts
Kind staff but mediocre experience overall.,3,restaurant,Dunkindonuts
Now the queues have settled down this is a fantastic little drive through. Coffee is great and their donuts to die for! I just wish they can increase the serving of their coffee and fill up the cup full.,3,restaurant,Dunkindonuts
i like the overall quality but i will advice them to make the management better because their team are bit lazy for handling hyped situations.,3,restaurant,Dunkindonuts
"The selection of Donuts is large. But hey what about doing the simple standard good old fashioned Donut sprinkled with Cinnamon? Not to be seen which is a shame. The regular coffee is £1.20 and its a big one! However, this ain't an artisan coffee shop and it comes out of a choose and push button machine (like those in a supermarket). So don't expect a lot ....... but hey its cheap and comfy and cozy in the shop on a freezing cold day.",3,restaurant,Dunkindonuts
"Relatively inexpensive, wouldn't go there often though because of the customer service",3,restaurant,Dunkindonuts
"Sad that corporate greed is making everything so unaffordable. Great coffee but donuts suck now. Ty for the donut coffee special u have but pls make more affordable specials cause we do love u but hate the over prices and skimping on donut fillings. We know as customers what things cost and know who's taking advantage of us. Ty for the companies that aren't doing that as they will be the last ones standing. Far and few between. Shout out here to Domino's, and Little Ceasars for making families still able to afford a nice treat and great pizza.",3,restaurant,Dunkindonuts
"I dropped in to the Dunkin Donuts on Hwy. 55 in Holly Springs,  NC to have lunch and coffee before my doctor appointment. Food was good, representative’s attitude was good, but the music was so loud it was distracting and annoying. A manager was in-house and did not seem to notice.Blaring music is not conducive to a good customer experience.Finally, business was far from heavy, yet the customer eating areas were littered with paper and food.",3,restaurant,Dunkindonuts
"I have always loved dunkin donuts, but they have no gluten free products so my family now is out of luck.  It would be very easy to have gluten free donuts like those sold at supermarkets in individually wrapped packages so that they would not be contaminated at the locations.  Charge a little more for them.",3,restaurant,Dunkindonuts
"I used to love Dunkin' donuts until my blood sugar problems started. You have too much sugar in donuts and syrups. You should do something with this. Now I try to eat donuts very rarely, although I really like the taste.",3,restaurant,Dunkindonuts
"Food tastes like a$$, really greasy and minginGot an iced tea and it has about 2 pints of sugar in it, and when I asked them to make it without sugar they acted like they didn't speak English anymore",3,restaurant,Dunkindonuts
"Have tried better donuts, but when you have no time its okay to go to dunkins",3,restaurant,Dunkindonuts
"Avocado toast the taste is fine not all that,  not worth $4.63  Waay over priced for one small piece of toast with a few crumbs of bacon won’t be doing that again.",3,restaurant,Dunkindonuts
Used to be better. Everything is so overpriced.,3,restaurant,Dunkindonuts
"They've gotten bad.Donuts are smaller in size and more expensive now. They also taste like plastic chemicals, not even actual pastries.Coffee is still good but it's too expensive. $3 for a medium? Are you kidding me?It's still good but it's only a matter of time they start cutting corners with it like they did with their donuts.",3,restaurant,Dunkindonuts
Im  reporting one of your staff he's name is Russell RashHe's a staff at Orlando Florida Curry road.  Tell him to come and clear the mess he as with Jane is in trouble now,3,restaurant,Papajohns
"A place to get a quick meal, but I'm  not a big fan. The service is good but sometimes it's a little bit crowded and not enough people to keep the fast pace.",3,restaurant,Papajohns
I tried it last month and it's doesn't taste the same. Something is different with the crust. It used to be thicker and chewier. Last pizza I got looked like a thin crust pizza 😟,3,restaurant,Papajohns
Expensive prices for mediocre pizzas. Not too shabby but nothing spectacular either.,3,restaurant,Papajohns
The food is really delicious but the delivery wasn't as fast as it should be.,3,restaurant,Papajohns
not so good last time,3,restaurant,Papajohns
Papa Johns are very good but Unforenetly most of places we order from have bad workers. I ordered online once I was at work and I put the time when to be picked up I saved and sent it o my grandma. My grandma arrives and the pizza was sitting there and the workers were rude to her saying the pizza was done two hours earlier. They ended up making new pizzas but please make sure your employees read the order slip right.,3,restaurant,Papajohns
Deliver too early or too late and they get an attitude if you complain,3,restaurant,Papajohns
"I dont usually stop by to leave a bad review, but my last order was really disappointing. Please, please work on the quality of the food you feed us with!",3,restaurant,Papajohns
As far as pizza chains go... I'm kind of in love with some Papa John's.  This location in particular is great.  Everyone has always been nice.,3,restaurant,Papajohns
"Their cheese pizza with jalapeno and olive toppings was great. It was delicious, though not as much as many other local ones. Some upgrading in terms of taste and quality would help them, for sure.",3,restaurant,Papajohns
"We went to the Chipotle in Harrisburg, the one near Fairfield Inn and Suites. The food and service was fine, very good actually. What grossed me out was every table needed to be cleaned and the barrels were over flowing g with trash. The drink area was trashed as well. There were enough employees there to cover breaks so why are there not enough employees to c mean the horrendous mess in the dining room? A very poor standard. We are visitors and will most likely not ever go here again. I love Chipotle food, hjyst don’t like sitting g in filth yo eat if",3,restaurant,Chipotle
"Fallen into the same hole that other food fast food places have. Loved it,liked it and no can do without. Pay your workers a good pay a fair pay so they don't have to feel like they need to steal it from you or ruin your name and see the difference. I will bet on everything the difference will keep you out of the hole.",3,restaurant,Chipotle
"Chipotle can be a hit or miss depending on the location. Some places have fresh ingredients, good portions, and friendly service, while others can be inconsistent in quality and cleanliness. It really depends on where you go. Overall, it’s a decent option for a quick meal, but experiences may vary.",3,restaurant,Chipotle
"I usually like Chipotle but it's always hit or miss. The last 2 times I went to the Des Peres, MO location, they didn't give me my guac with chips even though I was charged for it. The chips were also stale and disgusting. I will be taking a break from this place until they figure things out.",3,restaurant,Chipotle
"I love the food at Chipotle but they always seem to be out of key ingredients or skimp, even when you ask for extra!",3,restaurant,Chipotle
They’re still skimping on the portions. Still one of my favorite spots.,3,restaurant,Chipotle
I went to the Chipotle at the O2 and the burrito bowl was great however the useless wooden spoons that they provide to eat the food are horrible. It was rough and left a horrible splinter in my gum which swelled up and took days to recover. Be very careful with those,3,restaurant,Chipotle
"I was at the 117 location in Lima Ohio on may 17, the place was dirty & my food was cold! When I ordered the bin of Barbacoa was empty. The server said he would be right back. He went to the back of kitchen & took my half finished bowl with him. When he returned, my bowl now had meat? He finished my bowl & when I went to eat it in store, it was cold! I won’t be returning to this location anytime soon! Location is poorly managed! Guess you can attribute it to the younger generation & their poor work ethic & manners🤷🏻‍♂️",3,restaurant,Chipotle
Pretty good food but it really depends on where you go,3,restaurant,Chipotle
Employees are pretty good and most try there best but 90% of the customers are the problem so,3,restaurant,Chipotle
"My small .town recently opened a Chipotle restaurant. The locals have been pouring in!  I used to live in the Phoenix metro area, so I am very familiar with Chipotle, and have enjoyed many meals there. Excited to try this new one, I waited until the initial couple of weeks passed, and finally gave it a try.  Food was tasty, as expected. But, my burrito was cold inside.  I brushed it off, and went about my day.  Several days later, I decided to try again. Another burrito.  Again, cold inside.  So, being a long time customer, I tried contacting Chipotle using their online form.  Impossible.  So, I turned to their online ""assistant"".  Not able to get that done either.  I left all my personal info.  No response by phone or email.  I was simple trying to help save this local restaurant.  Apparently, they could care less.  Location: 108 North Beeline Highway, Payson, AZ.",3,restaurant,Chipotle
"Its getting kind of pricey but still one of the highest quality fast foods out there, with a dedication to healthy choices.",3,restaurant,Chipotle
"I went to the Chipotle in Coronado, CA at about 12 noon on a Monday, 5/23/2022. Their was trash outside the front door, trash on the floor inside, the food areas were dirty, the workers were inattentive, did not greet me, were slow to fill my order, seemed unfamiliar with their work. But the food was good, as usual. There was a ""Help Wanted"" sign on the door. Obviously, there is a labor shortage with the people who are working not appreciating that they even have a job. The owner should step in and clean up this mess; it is ruining Chipotle's reputation.",3,restaurant,Chipotle
I ordered it through Uber App ... way less then expected but test was really good just too less almost half bowl salad.,3,restaurant,Chipotle
i asked the guy if he could put extra cheese on my bowl. he went ahead and put a small amount after i said extra . i replied with “could you put more please “ and he then replied with “that is extra but ok” very very rude,3,restaurant,Chipotle
"Good evening, my only problem is how the workers are handling the food without gloves. For hygiene purposes, the company should ensure that gloves are delivered to all branches. The cashier was a pleasant Young lady so I was pleased with that. But please let there be a change in what I mentioned above. Thank you.",3,restaurant,Dominos
"Ordering is fine, but I can NEVER LOG INTO THIS SITE... refuses to allow me that function. So, all my points are inaccessible. THOUGH they do allow you to log in through an email link, but that's not technically tied to your actual log in... It's annoying. Also check out sucks... There's like 50 fields you have to go through just to check out. ""Do you want to round up"", it just gets a little obnoxious ordering online.",3,restaurant,Dominos
This leads to the conclusion that they want to hide something maybe unfresh ingredients. But to be fair not everytime it was like this.Spicy pizzas are the best here,3,restaurant,Dominos
"It is what it is. Quality has been declining and prices up. I walked in into my local store the other day and, yes the place is neat and clean. But the pizza itself is not worth the price anymore.I got a regular cheese pie. The crust is too chewy and the sauce pungent.",3,restaurant,Dominos
Service great.Corporate Portion Size to Mac and Cheese and Lava Cakes is quite small and inequitable to the cost. You need larger portions.,3,restaurant,Dominos
They rip customers off on delivery as well as the delivery driversWhy is dominos charging me a fee for delivery? It’s the employees vehicle being used! Your lousy fee takes away from the employees tip and their earningsDo better dominos,3,restaurant,Dominos
"Yummy pizza, the delivery guy isn't always happen to deliver to the door though.",3,restaurant,Dominos
Mediocre quality no matter the time or place. I have ordered several times over the last couple of years in several states and each time it has been a disappointment. This was the last time.,3,restaurant,Dominos
"In my opinion Dominos needs to focus less on advertising and more on the pizza. The new, New York style just doesn't come close to NY pizza. The people were nice, the pizza was ready on time but the pizza was a disappoint. I think its a corporate problem not local. The employees did the best with what they have.",3,restaurant,Dominos
"Could be better , as prices are increasing but quality keeps decreasing. Missing the good ol days !",3,restaurant,Dominos
"Ordered 4 large pizza's for local scout group, While the youngsters enjoyed them, which was the plan I would have not describe them as the best pizza I have had, along with much cheaper ones available just a few minutes away.",3,restaurant,Dominos
"I order there thin crust once in a while and its not bad, i know dominoes has a bad rap for just cheap pizza, but its worth it if you have little kids and its pretty decent for the price.",3,restaurant,Dominos
Dominoes Abingdon UK  - pizzas great.  Fries £4.99 not enough for one person and cold what a waste.,3,restaurant,Dominos
"Not my best experience in eating out for sure.The flour itself is a drought by itself, and the ingredients are fatty tooThough have nice desserts with cinnamon, yum!",3,restaurant,Dominos
"Ordered the $6.99 each special…it was anything but special!  Philly Steak Sandwich had cheese, onion, pepper and mushroom.  Could hardly find any steak but the grease was plentiful.  The BBQ Chicken/cheese & bacon side was fairly tasty but heavy on the cheese.Probably had my Dominos fix for the next year or so.  Will be a long time before I go back.",3,restaurant,Dominos
"Could be better taste! I feel kind of a rusty whenever I try their food, fries are good. Other foods could have been better!",3,restaurant,Mcdonalds
SF MCD isn't that good! I mean the food quality is good but not the drive thru ......Its time taking,3,restaurant,Mcdonalds
"This branch in Richmond, VA was decent. The food came out hot and the order was correct. The wait time was a little longer than expected, but overall it was an average experience.",3,restaurant,Mcdonalds
The food was cold the employees was nasty and hateful never have a kind word to say.,3,restaurant,Mcdonalds
"In my opinion its not bad at all, but there are some things that should be improved, mostly meat quality is going down from what I see",3,restaurant,Mcdonalds
So I'm a regular at hieneberg drive mcdonald's cause I live so close n usually I don't complain about them n there's alot I could say but being a regular n always getting the same thing I kinda kno what I can get by now but tonight I ask for Mac sauce for 2 ppl I legit got a quarter size amount in a chicken nugget box I look at it he looks at me and says that's all we have like nooooooooooo first off your mcdonald's your not out of Mac sauce from beginning when I asked he seemed aggravated n it seemed like I purposely got a small amount n then wouldn't give me more n tries to say there out of freaking Mac sauce.......I don't complain about the crazy wait times or the employees just staring at you walking by instead of saying I'll be with on a min or can I take your order I don't ever complain but today pissed me right off as a loyal customer,3,restaurant,Mcdonalds
The French fries taste better when cooked two darker colour than the pale white,3,restaurant,Mcdonalds
"Stopped by real quick to grab a McChicken. Took way longer than “fast” food should. Food was alright, nothing to write home about. The soda machine was down too, which was kinda annoying.",3,restaurant,Mcdonalds
Not bad food considering it's fast food take-out. Would like to see them improve the burgers.,3,restaurant,Mcdonalds
"The nuggets aren't tasty when you order them plain, the BBQ sauce just makes them taste better. But the McFlurries are very good, doesn't matter which one you get. Although I like both Oreos and M&M's. I hear McDonald's had an outbreak where people get sick from eating the Quarter Pounder due to the onions, now it's back with no onions? I still have a feeling the Quarter Pounder has E. Coli in the meat...",3,restaurant,Mcdonalds
"Burgers and fries are the same as everywhere in Mc Donald's, but prices in Georgia are way more high than in Russia, for example. However, they have a special bonus program thal allows me to accumulate my bonus points for each purchase and get some discount later. The annoying thing is that every time I order, my order number disappears from the display shortly, or it appears on the ""ready"" side when actually it's not ready. It disappears even from there too! What a nonsence.. I have to stay there at the desk and wait until it gets done. I also have to ask staff about my order and they always say kinda ""wait a bit, please"". This is weird.. Always! It's the second reason for rating it lower.",3,restaurant,Mcdonalds
Typically a good experience here at my local mcdonalds. They are consistent and you know what to expect. Prices are getting kinda high now,3,restaurant,Mcdonalds
"Thought I would have a big mac as a treat. The burger was thinner than half the bun, sauce was only just there. I won’t waste my money again, so disappointed. I suppose with a qtr pounder you know the weight of the burger.So beware if buying as really it’s a bun!",3,restaurant,Mcdonalds
"3 stars... because half of my interaction with McDo is good (delicious, fresh, good service) while half is bad (missing item in order, late delivery, etc.).",3,restaurant,Mcdonalds
so my grandma was asking for ginger ale you know and they messed up with water i wonder why but everyhing else,3,restaurant,Mcdonalds
"Food is good, their app is good for offers however once you place order there is no way to cancel/amend it or talk to them, they only have ticket support and it can take days to get a reply.",3,restaurant,Burgerking
"Burger King provides bigger and tastier hamburgers than McDonalds, but it's still a harmful poison to your body. While tasty, it's still hazardous to you and you should still avoid it.",3,restaurant,Burgerking
"I have to admit that I love Burger King burgers! The last time I was at the BK in Tampa (Dale Mabry & Waters) I ordered a Whopper with cheese meal and the French Fries were undercooked and cold but the Whopper was excellent. The employees were friendly and quick as usual,  perhaps a bit to quick...",3,restaurant,Burgerking
I love Taco Bell’s nacho fries but they barley put any seasoning on when you go there in person and this has happened a few times but there are pieces of chicken at the bottom of my fries.,3,restaurant,Tacobell
"Food was can ok but the peach mango drink was horrible, tasted like bitter water.. and my wife didn’t get her drink..  this was a door dash delivery, driver said they did a return in my wife’s drink on receipt… so, they could have us know beforehand..",3,restaurant,Tacobell
Taco bell in Mission Viejo needs to get rid of the AI ordering system. I just wanted a taco with no lettuce!,3,restaurant,Tacobell
There are NO frozen Baja Blast and NO filling in the mini apple pies fix it,3,restaurant,Tacobell
"It was really good , even though they took a long time",3,restaurant,Tacobell
"Mediocre experience (ordered for 4)  - Whilst the food, although cold, was actually very nice, the portion sizes were only fit for a field mouse. XL chips only half filled the box, and seemed to have less chips than the regular portions on the other meals ordered. The Tacos were almost not there, a whole cm in thickness, sure they are supposed to be stuffed. Regular fries by the way seemed to be the same size as a kids portion in a happy meal. Food - tasted great, portions, pitiful. Not likely to order again.",3,restaurant,Tacobell
The quality of the tacos need to be enhanced now!!,3,restaurant,Tacobell
"The services was fine. I got the the 9 dollar box. SMH ! I will never pay 9dollars for that box again. Its not worth it. I feel that Taco Bell keeps getting higher, but lower quality of food and less of it.",3,restaurant,Tacobell
"I love the idea of Taco Bell, and its interesting menu. Unfortunately it never meets my expectations. If only I didn’t have to hunt around for the minute amount of meat in their products….More meat please Taco Bell!!!!",3,restaurant,Tacobell
"Ok so 5 keosk, 2 registers, about 6 people standing in back. Only 1 person a keosk. I had to ask to be wrong up...i dont work here. Limited seating. Handicap table taken up buy i guess worker with looked like school stuff but not there, and 2 others working on tablets maybe app for taco bell. Few days old mens room already dirty n soap almost out. I think he was the manager. No thank you no smiles. Fine but shrink flation on cheese cups. I also asked for something something very simple but he was apearing to be so agervated. I give it 2 moths it will be dirty again n re stafed. Only gave 3 because food seemed fresh. 1 lady was at least wiping tables. Taco you had more than enough people here to use humans to ring up. I dont wanna ring up nor was i trained for it im old. I probably wont be back maybe 1 more time. Shame they were so good years ago. Yes of course to be expected i guess more expensive i think. Unfortunately im sure they dont care no one seems to anymore",3,restaurant,Tacobell
Didn't try the food as we left as there was no option for hot drinks,3,restaurant,Tacobell
I mean what do they put in this food I had explosive diarrhea.,3,restaurant,Tacobell
"Hot sauce is not even medium hot, lol",3,restaurant,Tacobell
"After DoorDash messed up the entire delivery order, they remade my food when I showed up and gave me a refund! Thank you Taco Bell",3,restaurant,Tacobell
"This was my first time visiting a Taco Bell Cantina, and here’s my take… It didn’t really feel like a cantina, more like an online pickup spot with some seating. That said, I’ve always loved Taco Bell’s food (biased, I know), and being in Times Square made it feel extra special. I went early in the morning, so there were a few people wandering around, but it didn’t bother me. I’d love to see a cantina pop up in my hometown!",3,restaurant,Tacobell
"Ordered 2 combos tonight 9/15/25, seems like there is a major disconnect with quality control, how do you get cold fries in a busy drive thru,and the ice dream is a joke it's a kiddie cup off the kids menu, fast food is expensive, a little attention to detail would be great, other than the it's my pleasure tag line",3,restaurant,Chick Fil A
The atmosphere was friendly and busy in St. Louis Missouri.    I was given a gift card so treated my mom and I to lunch.  She was satisfied with her chicken sandwich but mine was so so.  It tasted okay but the bun fell completely apart.  Trying to eat it was rather difficult and extremely messy.  Considering the price I expected better quality.  Not sure if I will return.,3,restaurant,Chick Fil A
"Very expensive and not a lot of food.  Very mid range taste, far better choices elsewhere.  They do chicken burgers, spicy chicken burgers, nuggets, waffle fries and drinks in their Lisburn branch, that's it. I don't know about elsewhere but after all the hype, tailbacks on the motorway etc, I was severely disappointed with what I got.",3,restaurant,Chick Fil A
"I used to get a big fat chicken sandwich, now I get what looks like chickren breast sliced in half, so thin and the bun looks like a slider it's so small.  Still tastes the same but very few fries.  It's not like Chick Fil A is hard up for money they have to slice the chicken in half They need to go back to the way it used to be",3,restaurant,Chick Fil A
it is good but coming from me not the best love the quick service nice healthier than other fast food places,3,restaurant,Chick Fil A
"I do enjoy the people there really friendly but the time it takes to get the food could use some work, aswell as the food itself it took me maybe 10 15 min and my food was still a little cold.",3,restaurant,Chick Fil A
I was at chic- fil-a yesterday getting dinner.i came through the drive thru and ordered the chic-fil-a  combo with  a side order of mac& cheese.the.sandwich was a grilled chicken sandwich.everything else was good.,3,restaurant,Chick Fil A
"Bring back large coffee!!! I’m a signature member with over 10,000 points and I’ve stopped going to Chick-fil-A for breakfast altogether because no large coffee is available.",3,restaurant,Chick Fil A
Chicken could have been cooked a little more,3,restaurant,Chick Fil A
"Am sad to say, I had someone taking my order that was rude/ irritated. Thankfully the person that gave me the food was what I considered the norm (being courteous).",3,restaurant,Chick Fil A
"I can't believe I  drove all the way there to use my free gift card you all gave me, for the employee to tell me it's expired. I ask to speak to the manager and he refuse to let me talk to a manager. So I drove off and said that will be the last time I'll be there. You all want miss me you all have plenty of customers!",3,restaurant,Chick Fil A
Food is always good with the exception of the fries which at every location are consistently under cooked and tastes and feels like eating soggy cardboard.Drive through process is exceptional,3,restaurant,Chick Fil A
"We went to Chick-fil-A at the RSA tower in Montgomery. Waited a while for our order, because they were busy.My husband got our food set down to eat and the chicken sandwich was cold. He said I didn’t pay $17.00 to eat a cold chicken sandwich. So he took both of the sandwich back. We waited five more  minutes the guy called my husband back to get the sandwich’s and they both was cold . I told my husband I hoped it don’t make us sick. We ate them,but an hour later it didn’t stay with me, because the sandwich’s was not at the right temperature.I’m really disappointed in this restaurant!When you take food back ,because it’s cold you would think you would be served hot food. Lorreen",3,restaurant,Chick Fil A
foods great and service too when they are not too busy.  sometimes too popular and the lines are kiinda long when you most hungry..,3,restaurant,Chick Fil A
First time with the original chicken sandwich.  Very disappointed how soggy the bun was and the fries are limp,3,restaurant,Chick Fil A
"I like 5 guys, usually very good. Not today. The tomatoes were green, not ripe. Why would you put them on a sandwich??Eastvale ca.",3,restaurant,Fiveguys
Okay food could be warmer chips were only Luke warm,3,restaurant,Fiveguys
Fries are good.  burgers and service could use a bit of work,3,restaurant,Fiveguys
"While this is a burger and hot dog joint, the lack of option for vegetarians is crazy. They only offer an increasingly overpriced grilled cheese! The milkshakes were amazing though and the customer services was fantastic!",3,restaurant,Fiveguys
"Ordered a Five Guys burger and fries through Uber Eats, but it just doesn’t compare to dining in the restaurant. The food arrived lukewarm and needed to be reheated in the microwave. Not the experience I was hoping for.",3,restaurant,Fiveguys
The food was mediocre but the free refil cup was amazing love the dr peper but the toilet was a little freaky,3,restaurant,Fiveguys
"Still better than competitors, but smaller burger joints do much better value for money.",3,restaurant,Fiveguys
I love the five guys hand formed burgers but tonight my burger was a pre-formed burger that wasn't worth the price. It was very disappointing and I will think twice about buying burgers there again.,3,restaurant,Fiveguys
Food came out fast and hot. Service was a bit slow. Place was clean and fresh. Thanks for a great burger.,3,restaurant,Fiveguys
"Overall they no longer live up to the expectations of what they used to represent, effing good homemade burgers. I do hope they make a comeback",3,restaurant,Fiveguys
"THEIR ICONIC CHIPS HAVE BECOME SAGGY AND STALL : (ALSO, THE ECONOMY IS HITTING HARD WHEN THEY GIVE YOU HALF OF WHAT THEY USED TOO... VERY EXPENSIVE FOR THE QUALITY OF THE FOD",3,restaurant,Fiveguys
"The location in independence mo on south Noland rd had gone from a solid 5 start to 3. Yesterday I ordered little hamburgers with toppings. The quality of the burger was very good. They were barely any grilled mushrooms, 2 per burger, and fewer onions than on the competitions hamburgers. I’m spending quite a bit of money here, and I expect a generous amount of toppings. Raise the price 50 cents a burger if you have to, or charge a little for the toppings if your profit margins is tire issue.",3,restaurant,Fiveguys
"Pros :-Great Burger - Great chips. Try Five guys chips not the Cajun one. Their Milkshakes are very tasty. You can even add bacon to milkshake! Trust me that's very yummyCons:-Waiting time  -  on peak hours you may have to wait ages holding your token number.Pricey. dirty tables, Not so friendly crew.",3,restaurant,Fiveguys
"The Five Guys I go to is in Stillwater Oklahoma, the food is good but every time I go it’s a terrible place to sit down & eat. The general managers name is Eli, he constantly yells at his employees & he’s very rude to them. Everything he says is disrespectful, the employees deserve respect & he shouldn’t be speaking to them the way that he does. His attitude & disrespect should have gotten him fired a long time ago. People like that shouldn’t be put in places of authority over others if that’s how he’s gonna treat them & speak to them. I really wanted to leave a better star rating but with Eli working there, I just can’t. Other than that, the food is delicious! I can tell it’s high quality product!",3,restaurant,Fiveguys
Giving the fries a 3 star rating because they are as limp as a noodle and I understand they like them that way. They taste good but would be better if left in the fryer for 1-2 more minutes. Will not go back simply due to the music being SO loud that you could barely order never the less eat inside. Quite disappointed. Really missing Baja Fresh.,3,restaurant,Fiveguys
"Location on 1910 S Buckner, drive thru never gets the order completed. This is the 3rd time they forget to put something in my order. Taco salad with no chili. Food is always good. It’s the lazy staff not putting a complete order.",3,restaurant,Wendys
"Recently I've bin in one of the Wendy's restaurants and tasted their Burgers. To be honest the meet was dry in burger, i should've go for chicken burger. As for the French fries, it is yummy. Overall, food was edible.",3,restaurant,Wendys
"Tried wendy's at spalding today. What  a disappointment.We got large with not eating all day, very small portions. Got hair on my chip and they tasted of old grease and got started with my burger that was the same full of grease and not very hot, that is all we could teast. Cost £30 for 2 of us we could only manage half. We will never be visiting again.",3,restaurant,Wendys
"Visited Spalding branch , ordered at 9.10 pm ,went to collect order and she said we couldn't eat in and had to take out ,why didn't the machine I ordered on tell  me this and they close at 9.30 pm , ridiculous closing at that time.",3,restaurant,Wendys
"Decided to try Wendys in Southend for the first time. We ordered a double Dave burger and bacon fries each...then an extra portion of plain fries and 10 chicken nuggets to share. Takes us 30 to 40 mins for the round trip so whilst the food was delicious, the extra chips and nuggets we had paid for werent in the bag and it was too far to go back. Great food but much as you shouldnt have to (as you should be able to trust the staff to do their jobs) check your order before you leave or you may get ripped off like we did. Expensive mistake",3,restaurant,Wendys
I haven't eaten at a Wendy's for a while so I decided to stop and have lunch.The cashier was very nice and friendly. I decided on having Chili. What I got wasn't  chili. I would call it Bean chili. It had so many beans in it  and no hamburger.  They need to put some meat in it along with the beans. Very disappointed. This was in Frankfort Ky.,3,restaurant,Wendys
"The service was fine but.... I have always loved Wendy's chili. So I had a craving for  Wendy's chili today. Went to Wendy's on Jefferson in Cookeville,TN today. Was the worst chili I've ever gotten at Wendy's. I've purchased chili at this store before and it was great but today. Nope. It appeared as if they cut their hamburger patties in half. Threw them in the bottom of the bowl and spooned the rest on top. Had way to much meat and didn't taste good at all. Needless to say I'll never buy Wendy's chili again.",3,restaurant,Wendys
Called in today for breakfast which was very tasty but what spoilt my visit was the state of the toilets they where disgusting I don't think anyone as cleaned the toilet bowl in a long time with stains under the lid,3,restaurant,Wendys
"We had a great experience here, the food was served fast despite all the orders. The promised quality is at the rendezvous and the waiters are really nice! I just wish they clean their toilets better.",3,restaurant,Wendys
Wendy’s needs to stop getting of the vanilla frosty & some lemonade flavors. Bring back Hot Honey Chicken Biscuit & keep new items more often.,3,restaurant,Wendys
"Went to a Wendy's on Kingston Pike, Knoxville.  Service was great. We ordered 3 breakfast burritos and was shocked at the price. Over $5 per burrito. That's ridiculous for what was in it.  It had potatoes,  egg (fried) cheese ( like cheese wiz). It was awful 😖.",3,restaurant,Wendys
Horrible service the one in Arlington on n Watson no good customer service.,3,restaurant,Wendys
